2013.05.22 13:15:00,IO1306-C-2900,2.9,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0,-2.8,1,658,10,264.3,0.1,F4,0,0,0,0,0.9,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:21:54,IO1306-C-2000,53.7,315.1,315,100,63,0,315,20,0,315.1,100,0,261.3,192,639,5.18912e+006,315.1,0.1,F4,0,0,0,0,53.7,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:22:48,IO1306-C-2350,261,266,267.5,266.5,46,0,267.5,38,0,267.5,266,0,6.5,17,202,454050,522.4,0.1,F4,0,0,0,0,261,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:23:01,IO1306-C-2300,310,315,316.5,315.5,52,0,316.5,46,0,316.5,315,0,6.5,18,668,567800,571.4,48.6,F4,0,0,0,0,310,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:23:20,IO1306-C-2000,53.7,315.1,315,100,63,0,315,19,0,315.1,100,0,261.3,193,639,5.22062e+006,315.1,0.1,F4,0,0,0,0,53.7,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:26:31,IO1306-C-2300,310,315,315.5,315.5,50,0,316.5,46,0,316.5,315,0,5.5,20,668,630900,571.4,48.6,F4,0,0,0,0,310,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:26:35,IO1306-C-2400,207,218.5,219.5,218.5,41,0,219.5,48,0,219.5,218.5,0,12.5,11,607,240550,468.4,0.1,F4,0,0,0,0,207,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:26:39,IO1306-C-1900,696.3,434.9,434.9,0,0,0,434.9,23,0,434.9,434.9,0,-261.4,7,606,304430,957.7,434.9,F4,0,0,0,0,400,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:28:11,IO1306-C-1900,696.3,434.9,434.9,0,0,0,434.9,22,0,434.9,434.9,0,-261.4,8,607,347920,957.7,434.9,F4,0,0,0,0,400,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:30:39,IO1306-C-2100,468.8,692.8,692.8,211,11,0,692.8,49,0,692.8,692.8,0,224,12,422,831360,730.2,207.4,F4,0,0,0,0,692.8,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:30:56,IO1306-C-2100,468.8,692.8,692.8,211,11,0,692.8,48,0,692.8,692.8,0,224,13,423,900640,730.2,207.4,F4,0,0,0,0,692.8,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:31:05,IO1306-C-2100,468.8,692.8,692.8,211,11,0,692.8,47,0,692.8,692.8,0,224,13,423,900640,730.2,207.4,F4,0,0,0,0,692.8,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:31:06,IO1306-C-1900,696.3,434.9,434.9,0,0,0,434.9,21,0,434.9,434.9,0,-261.4,9,608,391410,957.7,434.9,F4,0,0,0,0,400,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:31:19,IO1306-P-2400,3.8,3.4,3.4,2.9,50,0,3.4,49,0,3.4,3.4,0,-0.4,1,494,340,265.2,0.1,F4,0,0,0,0,3.4,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:31:29,IO1306-C-2100,468.8,692.8,692.8,211,11,0,692.8,48,0,692.8,692.8,0,224,13,423,900640,730.2,207.4,F4,0,0,0,0,692.8,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:31:33,IO1306-C-2100,468.8,692.8,692.8,211,11,0,692.8,47,0,692.8,692.8,0,224,13,423,900640,730.2,207.4,F4,0,0,0,0,692.8,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:31:39,IO1306-C-1900,696.3,434.9,434.9,0,0,0,0,0,0,434.9,434.9,0,-261.4,30,629,1.3047e+006,957.7,434.9,F4,0,0,0,0,400,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:02,IO1306-C-2100,468.8,692.8,692.8,211,11,0,692.8,48,0,692.8,692.8,0,224,13,423,900640,730.2,207.4,F4,0,0,0,0,692.8,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:11,IO1306-C-2600,63.7,63,65,65,44,0,66,1,0,66,63,0,1.3,58,801,380900,325.1,0.1,F4,0,0,0,0,63,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:11,IO1306-C-2600,63.7,63,65,65,44,0,66,1,0,66,63,0,1.3,58,801,380900,325.1,0.1,F4,0,0,0,0,63,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:12,IO1306-C-2600,63.7,63,65,65,44,0,66,1,0,66,63,0,1.3,58,801,380900,325.1,0.1,F4,0,0,0,0,63,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:13,IO1306-C-2600,63.7,63,65,65,44,0,66,1,0,66,63,0,1.3,58,801,380900,325.1,0.1,F4,0,0,0,0,63,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:13,IO1306-C-2100,468.8,692.8,692.8,211,11,0,692.8,47,0,692.8,692.8,0,224,14,424,969920,730.2,207.4,F4,0,0,0,0,692.8,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:15,IO1306-C-2600,63.7,63,45,45,436,0,66,1,0,66,45,0,-18.7,156,855,909900,325.1,0.1,F4,0,0,0,0,63,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:15,IO1306-C-2600,63.7,63,45,45,338,0,66,1,0,66,45,0,-18.7,254,953,1.3509e+006,325.1,0.1,F4,0,0,0,0,63,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:16,IO1306-C-2600,63.7,63,45,45,240,0,66,1,0,66,45,0,-18.7,352,1051,1.7919e+006,325.1,0.1,F4,0,0,0,0,63,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:17,IO1306-C-2600,63.7,63,45,45,142,0,66,1,0,66,45,0,-18.7,450,1149,2.2329e+006,325.1,0.1,F4,0,0,0,0,63,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:17,IO1306-C-2600,63.7,63,45,45,44,0,66,1,0,66,45,0,-18.7,548,1247,2.6739e+006,325.1,0.1,F4,0,0,0,0,63,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:19,IO1306-C-2600,63.7,63,45,0,0,0,45,54,0,66,45,0,-18.7,592,1247,2.8719e+006,325.1,0.1,F4,0,0,0,0,63,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:19,IO1306-C-2600,63.7,63,45,0,0,0,45,250,0,66,45,0,-18.7,592,1247,2.8719e+006,325.1,0.1,F4,0,0,0,0,63,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:20,IO1306-C-2600,63.7,63,45,0,0,0,45,348,0,66,45,0,-18.7,592,1247,2.8719e+006,325.1,0.1,F4,0,0,0,0,63,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:21,IO1306-C-2600,63.7,63,45,0,0,0,45,446,0,66,45,0,-18.7,592,1247,2.8719e+006,325.1,0.1,F4,0,0,0,0,63,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:22,IO1306-C-2000,53.7,315.1,315,100,63,0,0,0,0,315.1,100,0,261.3,212,639,5.81912e+006,315.1,0.1,F4,0,0,0,0,53.7,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:24,IO1306-C-2600,63.7,63,45,0,0,0,45,348,0,66,45,0,-18.7,690,1149,3.3129e+006,325.1,0.1,F4,0,0,0,0,63,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:24,IO1306-C-2100,468.8,692.8,692.8,211,11,0,692.8,46,0,692.8,692.8,0,224,14,424,969920,730.2,207.4,F4,0,0,0,0,692.8,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:24,IO1306-C-2600,63.7,63,45,0,0,0,45,250,0,66,45,0,-18.7,788,1051,3.7539e+006,325.1,0.1,F4,0,0,0,0,63,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:25,IO1306-C-2600,63.7,63,45,0,0,0,45,152,0,66,45,0,-18.7,886,953,4.1949e+006,325.1,0.1,F4,0,0,0,0,63,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:26,IO1306-C-2600,63.7,63,45,0,0,0,45,54,0,66,45,0,-18.7,984,855,4.6359e+006,325.1,0.1,F4,0,0,0,0,63,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:26,IO1306-C-2100,468.8,692.8,692.8,211,11,0,0,0,0,692.8,692.8,0,224,60,470,4.1568e+006,730.2,207.4,F4,0,0,0,0,692.8,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:29,IO1306-C-2200,261,400,400,261,1,0,401,5,0,400,400,0,139,11,295,440000,522.4,0.1,F4,0,0,0,0,261,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:30,IO1306-C-2550,92.9,0,92.9,95,50,0,96,50,0,0,0,0,0,0,374,0,354.3,0.1,F4,0,0,0,0,92,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.05.22 13:32:31,IO1306-C-2550,92.9,0,92.9,95,50,0,96,50,0,0,0,0,0,0,374,0,354.3,0.1,F4,0,0,0,0,92,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
